#;Name;Team;G;PA;HR;R;RBI;SB;BB%;K%;ISO;BABIP;AVG;OBP;SLG;wOBA;wRC+;BsR;Off;Def;WAR
1302;Bryan De La Cruz;MIA;153;626;19;60;78;4;6.4%;22.7%;.154;.307;.257;.304;.411;.309;92;-3.7;-10.2;-12.9;-0.2
1303;Alan Trejo;COL;83;227;4;24;26;5;7.0%;22.5%;.111;.286;.232;.288;.343;.277;56;0.7;-11.6;2.0;-0.2
1304;Tim Anderson;CHW;123;524;1;52;25;13;5.0%;23.3%;.051;.323;.245;.286;.296;.260;60;1.7;-23.5;3.5;-0.2
1305;Brian O'Keefe;SEA;8;21;0;0;2;0;9.5%;33.3%;.105;.167;.105;.190;.211;.185;13;-0.2;-2.4;-0.4;-0.2
1306;Andre Lipcius;DET;13;38;1;3;4;0;7.9%;21.1%;.114;.346;.286;.342;.400;.326;107;0.0;0.3;-3.7;-0.2
1307;David Dahl;SDP;4;9;1;1;1;0;0.0%;22.2%;.333;.000;.111;.111;.444;.223;40;0.0;-0.7;-1.7;-0.2
1308;David Peralta;LAD;133;422;7;47;55;4;4.7%;17.1%;.122;.296;.259;.294;.381;.290;82;-3.1;-12.4;-4.0;-0.2
1309;Pete Crow-Armstrong;CHC;13;19;0;3;1;2;15.8%;36.8%;.000;.000;.000;.176;.000;.123;-32;-0.3;-3.4;0.6;-0.2
1310;Matt Beaty;2 Tms;30;72;0;8;4;0;8.3%;19.4%;.066;.298;.230;.347;.295;.300;85;-0.9;-2.2;-2.4;-0.2
1311;Trey Cabbage;LAA;22;56;1;5;7;1;3.6%;46.4%;.113;.370;.208;.232;.321;.238;44;-0.1;-3.8;-0.3;-0.2
1312;Hunter Dozier;KCR;29;91;2;8;9;2;8.8%;31.9%;.122;.250;.183;.253;.305;.247;48;1.0;-4.7;-0.7;-0.2
1313;Tyler Naquin;CHW;5;8;0;0;0;0;0.0%;87.5%;.000;.000;.000;.000;.000;.000;-100;0.0;-2.1;-0.5;-0.2
1314;Adam Engel;SDP;5;6;0;0;0;0;0.0%;33.3%;.000;.000;.000;.000;.000;.000;-100;-0.4;-2.0;-0.5;-0.2
1315;Ehire Adrianza;ATL;5;11;0;0;0;0;9.1%;36.4%;.000;.000;.000;.091;.000;.063;-74;0.0;-2.4;-0.4;-0.2
1316;Bobby Dalbec;BOS;21;53;1;6;1;1;7.5%;52.8%;.102;.450;.204;.264;.306;.254;51;0.2;-2.9;-1.3;-0.2
1317;David Hamilton;BOS;15;39;0;2;0;2;15.4%;25.6%;.061;.174;.121;.256;.182;.216;25;-0.1;-3.6;-0.1;-0.2
1318;David Villar;SFG;46;140;5;15;12;1;7.9%;32.1%;.169;.173;.145;.236;.315;.244;53;-0.3;-8.5;1.4;-0.2
1319;Matt Duffy;KCR;79;209;2;17;16;1;5.7%;18.7%;.073;.303;.251;.306;.325;.281;72;-0.9;-8.0;-1.6;-0.2
1320;Nelson Cruz;SDP;49;152;5;9;23;1;3.9%;30.3%;.154;.323;.245;.283;.399;.291;85;-0.3;-3.1;-4.5;-0.2
1321;Trayce Thompson;2 Tms;72;179;6;17;17;2;13.4%;43.0%;.131;.271;.163;.285;.294;.266;65;0.2;-7.4;-1.3;-0.3
1322;Curt Casali;CIN;40;96;0;8;6;0;11.5%;24.0%;.025;.246;.175;.290;.200;.239;40;-0.3;-7.5;1.6;-0.3
1323;Yuli Gurriel;MIA;108;329;4;32;27;4;7.9%;13.4%;.114;.272;.245;.304;.359;.287;77;1.8;-7.6;-6.2;-0.3
1324;Nick Allen;OAK;106;329;4;29;20;5;5.2%;15.8%;.066;.253;.221;.263;.287;.245;55;-0.4;-18.0;4.1;-0.3
1325;Starling Marte;NYM;86;341;5;38;28;24;4.7%;20.2%;.076;.303;.248;.301;.324;.278;76;3.6;-6.5;-7.7;-0.3
1326;Bligh Madris;HOU;12;30;0;4;0;0;13.3%;23.3%;.038;.211;.154;.267;.192;.222;36;-0.1;-2.4;-1.3;-0.3
1327;Terrin Vavra;BAL;27;56;0;9;5;1;8.9%;21.4%;.000;.324;.245;.315;.245;.261;64;-0.1;-2.6;-2.1;-0.3
1328;Edwin Ríos;CHC;18;34;1;3;2;0;14.7%;47.1%;.143;.091;.071;.235;.214;.219;33;-0.1;-2.9;-1.0;-0.3
1329;Hanser Alberto;CHW;30;90;3;11;16;0;4.4%;14.4%;.171;.224;.220;.261;.390;.279;74;-0.5;-3.3;-2.5;-0.3
1330;Chris Owings;PIT;11;25;0;0;0;0;0.0%;48.0%;.000;.308;.160;.160;.160;.141;-22;-0.1;-3.8;0.2;-0.3
1331;Cooper Hummel;SEA;10;26;0;2;0;1;7.7%;34.6%;.043;.143;.087;.192;.130;.163;-2;0.3;-2.8;-0.9;-0.3
1332;Irving Lopez;STL;5;12;0;0;1;0;0.0%;41.7%;.000;.000;.000;.000;.000;.000;-100;0.0;-3.2;-0.1;-0.3
1333;Jonathan Araúz;NYM;27;66;3;3;9;0;7.6%;27.3%;.153;.132;.136;.203;.288;.217;35;-0.1;-5.4;0.3;-0.3
1334;Brian Serven;COL;11;23;0;0;1;0;0.0%;43.5%;.043;.231;.130;.130;.174;.131;-42;-0.3;-4.3;0.7;-0.3
1335;Abraham Almonte;NYM;8;16;0;1;0;0;6.3%;50.0%;.067;.143;.067;.125;.133;.121;-29;-0.1;-2.7;-0.7;-0.3
1336;Mike Zunino;CLE;42;140;3;11;11;0;10.7%;43.6%;.129;.317;.177;.271;.306;.261;64;-1.4;-7.5;-0.3;-0.3
1337;Jason Vosler;CIN;20;65;3;6;10;0;4.6%;38.5%;.210;.206;.161;.200;.371;.241;42;0.2;-4.5;-0.8;-0.3
1338;Jesús Aguilar;OAK;36;115;5;8;9;0;7.0%;27.0%;.163;.261;.221;.281;.385;.282;81;-1.6;-4.2;-2.8;-0.3
1339;Seth Brown;OAK;112;378;14;33;52;3;7.9%;26.7%;.184;.270;.222;.286;.405;.298;92;-2.5;-6.1;-9.9;-0.3
1340;Andrew Benintendi;CHW;151;621;5;72;45;13;8.4%;14.3%;.094;.301;.262;.326;.356;.299;87;1.7;-7.8;-16.6;-0.3
1341;Jonah Bride;OAK;40;106;0;9;7;0;10.4%;20.8%;.034;.221;.170;.286;.205;.237;50;-1.6;-7.9;1.2;-0.3
1342;Garrett Stubbs;PHI;41;125;1;15;12;2;7.2%;23.2%;.080;.265;.204;.274;.283;.252;54;1.0;-6.2;-1.1;-0.3
1343;Eric Hosmer;CHC;31;100;2;7;14;0;6.0%;25.0%;.096;.299;.234;.280;.330;.269;67;-0.2;-4.3;-2.2;-0.3
1344;Kyren Paris;LAA;15;46;0;4;1;3;8.7%;37.0%;.000;.174;.100;.200;.100;.156;-12;0.1;-6.1;1.3;-0.3
1345;Jonathan Schoop;DET;55;151;0;15;7;0;8.6%;24.5%;.059;.287;.213;.278;.272;.249;53;-0.6;-9.1;0.7;-0.3
1346;J.P. Martínez;TEX;17;44;1;7;4;0;4.5%;36.4%;.100;.320;.225;.250;.325;.246;49;0.4;-2.3;-2.4;-0.3
1347;Romy Gonzalez;CHW;44;97;3;11;14;7;2.1%;37.1%;.183;.273;.194;.208;.376;.244;49;2.0;-3.9;-2.7;-0.3
1348;Joey Meneses;WSN;154;657;13;71;89;0;5.8%;19.8%;.126;.329;.275;.321;.401;.314;96;-5.2;-8.8;-16.8;-0.3
1349;Tucupita Marcano;PIT;75;220;3;16;18;5;4.5%;15.9%;.124;.265;.233;.276;.356;.275;68;0.3;-8.4;-2.4;-0.3
1350;Taylor Motter;STL;29;82;0;3;2;0;6.1%;37.8%;.039;.289;.171;.232;.211;.204;25;0.2;-7.5;1.3;-0.3
1351;Blake Rutherford;WSN;16;36;0;4;2;0;2.8%;27.8%;.000;.240;.171;.194;.171;.166;-4;0.0;-4.6;0.0;-0.3
1352;Alika Williams;PIT;46;112;0;7;6;0;8.0%;31.3%;.050;.303;.198;.270;.248;.238;43;-0.4;-8.3;1.1;-0.3
1353;Christian Arroyo;BOS;66;206;3;23;24;1;3.4%;21.8%;.128;.295;.241;.268;.369;.274;65;-0.6;-9.3;-1.2;-0.3
1354;Luis Guillorme;NYM;54;120;1;12;9;0;8.3%;23.3%;.103;.291;.224;.288;.327;.269;70;-0.2;-4.7;-2.8;-0.3
1355;Salvador Perez;KCR;140;580;23;59;80;0;3.3%;23.3%;.167;.294;.255;.292;.422;.302;86;-5.2;-14.8;-8.6;-0.3
1356;Hunter Goodman;COL;23;77;1;6;17;1;6.5%;31.2%;.186;.277;.200;.247;.386;.266;48;0.5;-4.4;-1.7;-0.3
1357;Clint Frazier;CHW;33;76;0;10;3;4;13.2%;30.3%;.045;.302;.197;.303;.242;.256;58;-0.3;-4.1;-2.0;-0.3
1358;Aledmys Díaz;OAK;109;344;4;25;24;1;4.9%;19.2%;.108;.273;.229;.280;.337;.268;72;-2.2;-13.9;-1.4;-0.4
1359;Colton Cowser;BAL;26;77;0;15;4;1;16.9%;28.6%;.033;.175;.115;.286;.148;.226;40;0.6;-4.9;-1.3;-0.4
1360;Oswald Peraza;NYY;52;191;2;15;14;4;6.8%;26.2%;.081;.256;.191;.267;.272;.246;53;-0.9;-11.5;1.4;-0.4
1361;Brayan Rocchio;CLE;23;86;0;9;8;0;4.7%;31.4%;.074;.364;.247;.279;.321;.263;65;-0.8;-4.4;-2.2;-0.4
1362;Brett Wisely;SFG;51;131;2;10;8;2;6.9%;30.5%;.092;.241;.175;.231;.267;.222;38;-0.6;-10.7;2.6;-0.4
1363;Luken Baker;STL;33;99;2;9;10;0;13.1%;31.3%;.105;.302;.209;.313;.314;.285;79;-1.5;-4.1;-3.0;-0.4
1364;Coco Montes;COL;18;41;1;3;3;0;4.9%;29.3%;.132;.240;.184;.244;.316;.247;36;-0.1;-3.3;-1.8;-0.4
1365;Jake Bauers;NYY;84;272;12;28;30;3;9.9%;34.9%;.211;.268;.202;.279;.413;.297;89;-2.4;-5.9;-7.2;-0.4
1366;Matt Carpenter;SDP;76;237;5;18;31;1;17.3%;28.3%;.144;.231;.176;.322;.319;.293;86;-0.8;-4.8;-7.1;-0.4
1367;Luis Matos;SFG;76;253;2;24;14;3;7.9%;13.0%;.092;.285;.250;.319;.342;.295;87;-0.4;-4.6;-7.8;-0.4
1368;C.J. Cron;2 Tms;71;278;12;38;37;0;6.1%;23.4%;.186;.284;.248;.295;.434;.312;82;-4.0;-9.9;-3.4;-0.4
1369;Kyle Stowers;BAL;14;33;0;1;0;0;9.1%;36.4%;.000;.111;.067;.152;.067;.117;-36;0.0;-5.4;0.4;-0.4
1370;Jacob Stallings;MIA;89;276;3;22;20;0;9.8%;24.3%;.095;.249;.191;.278;.286;.256;57;-3.1;-18.0;4.8;-0.4
1371;Sandy León;TEX;22;44;0;4;4;0;2.3%;45.5%;.049;.286;.146;.186;.195;.173;-1;-0.3;-5.6;0.2;-0.4
1372;Isan Díaz;2 Tms;8;26;0;0;1;0;7.7%;34.6%;.000;.067;.042;.115;.042;.087;-50;0.0;-4.9;0.1;-0.4
1373;Yonathan Daza;COL;24;80;0;8;7;1;3.8%;16.3%;.081;.323;.270;.304;.351;.286;62;-0.2;-4.0;-2.8;-0.4
1374;Mark Mathias;2 Tms;27;72;0;6;6;3;13.9%;20.8%;.032;.298;.226;.333;.258;.278;71;-0.4;-3.0;-3.5;-0.4
1375;Jake Alu;WSN;51;175;2;14;16;5;5.7%;24.0%;.063;.291;.226;.282;.289;.256;56;-0.9;-10.3;0.3;-0.4
1376;Jorge Alfaro;2 Tms;18;52;1;2;4;0;3.8%;28.8%;.146;.188;.146;.212;.292;.223;23;-0.1;-5.0;-1.0;-0.4
1377;Canaan Smith-Njigba;PIT;15;37;0;3;5;1;10.8%;43.2%;.094;.235;.125;.216;.219;.199;17;-0.4;-4.2;-1.3;-0.4
1378;Mike Brosseau;MIL;29;78;4;4;8;0;5.1%;25.6%;.192;.224;.205;.256;.397;.281;74;-0.3;-2.8;-4.1;-0.4
1379;Bubba Thompson;TEX;37;60;0;10;4;4;6.7%;26.7%;.113;.237;.170;.237;.283;.230;38;0.1;-4.4;-2.0;-0.4
1380;Avisaíl García;MIA;37;118;3;8;12;2;5.1%;33.1%;.130;.258;.185;.241;.315;.241;46;0.1;-7.8;-0.5;-0.4
1381;Dominic Canzone;2 Tms;59;182;6;23;21;1;4.4%;17.6%;.179;.237;.220;.258;.399;.282;79;-1.3;-5.9;-4.7;-0.4
1382;Brett Baty;NYM;108;389;9;41;34;2;7.5%;28.0%;.110;.280;.212;.275;.323;.266;68;-0.6;-16.1;-1.5;-0.4
1383;Luke Williams;2 Tms;11;19;0;1;0;4;0.0%;36.8%;.000;.083;.053;.053;.053;.046;-75;0.0;-4.3;-0.9;-0.5
1384;Brett Sullivan;SDP;33;86;1;7;6;0;4.7%;22.1%;.074;.258;.210;.244;.284;.232;46;0.2;-5.6;-1.9;-0.5
1385;Luke Voit;MIL;22;74;0;5;4;2;5.4%;36.5%;.044;.366;.221;.284;.265;.251;53;-0.5;-4.8;-2.2;-0.5
1386;Nick Gordon;MIN;34;93;2;13;7;0;1.1%;11.8%;.143;.179;.176;.185;.319;.213;30;0.5;-7.3;-0.5;-0.5
1387;Jose Barrero;CIN;46;149;2;15;17;3;10.1%;29.5%;.105;.307;.218;.295;.323;.276;65;-0.3;-6.7;-3.0;-0.5
1388;Kyle Lewis;ARI;16;54;1;2;2;0;5.6%;38.9%;.098;.241;.157;.204;.255;.204;21;-0.1;-5.3;-1.2;-0.5
1389;Kevin Smith;OAK;49;146;5;15;11;1;3.4%;34.9%;.141;.253;.185;.220;.326;.236;49;-0.4;-9.2;-0.5;-0.5
1390;Mike Moustakas;2 Tms;112;386;12;43;48;0;6.0%;24.6%;.145;.296;.247;.293;.392;.294;77;-1.9;-12.5;-5.4;-0.5
1391;Ji Man Choi;2 Tms;39;117;6;12;13;0;8.5%;29.9%;.221;.169;.163;.239;.385;.267;65;-0.1;-5.2;-3.5;-0.5
1392;José Abreu;HOU;141;594;18;62;90;0;7.1%;21.9%;.146;.276;.237;.296;.383;.295;86;-2.5;-12.1;-13.0;-0.5
1393;Vaughn Grissom;ATL;23;80;0;5;9;0;2.5%;18.8%;.067;.344;.280;.313;.347;.289;78;-0.7;-2.9;-4.6;-0.5
1394;Nick Senzel;CIN;104;330;13;49;42;6;7.9%;22.4%;.163;.269;.236;.297;.399;.302;83;1.2;-5.9;-10.2;-0.5
1395;Giancarlo Stanton;NYY;101;415;24;43;60;0;9.9%;29.9%;.229;.210;.191;.275;.420;.297;89;-2.8;-8.4;-10.8;-0.5
1396;Tyler Nevin;DET;41;111;2;11;10;0;10.8%;22.5%;.116;.246;.200;.306;.316;.282;76;-1.0;-4.2;-4.7;-0.5
1397;Jose Herrera;ARI;43;120;0;15;7;1;10.8%;25.0%;.050;.292;.208;.296;.257;.256;56;-1.2;-7.7;-1.5;-0.5
1398;Jon Singleton;2 Tms;36;105;2;11;12;0;12.4%;21.9%;.099;.194;.165;.267;.264;.244;51;-0.6;-6.9;-1.8;-0.5
1399;Franmil Reyes;KCR;19;65;2;5;7;0;6.2%;36.9%;.102;.257;.186;.231;.288;.227;34;-0.4;-5.5;-1.9;-0.5
1400;TJ Hopkins;CIN;25;44;0;7;1;1;4.5%;38.6%;.000;.292;.171;.227;.171;.189;6;-0.2;-5.3;-1.4;-0.5
1401;Juan Yepez;STL;28;65;2;5;2;0;6.2%;30.8%;.117;.237;.183;.246;.300;.243;51;-0.9;-4.9;-2.6;-0.5
1402;Casey Schmitt;SFG;90;277;5;28;30;2;4.7%;23.5%;.119;.253;.206;.255;.324;.254;59;-0.8;-14.8;0.1;-0.5
1403;Michael Busch;LAD;27;81;2;9;7;1;9.9%;33.3%;.125;.227;.167;.247;.292;.241;49;0.6;-4.5;-3.7;-0.5
1404;Jackie Bradley Jr.;KCR;43;113;1;10;6;0;4.4%;25.7%;.076;.173;.133;.188;.210;.180;2;-0.2;-13.5;4.1;-0.6
1405;Everson Pereira;NYY;27;103;0;6;10;4;7.8%;38.8%;.043;.264;.151;.233;.194;.202;23;0.5;-9.0;-0.2;-0.6
1406;Tomás Nido;NYM;22;61;0;5;1;0;3.3%;29.5%;.000;.179;.125;.153;.125;.128;-24;-0.1;-9.5;1.5;-0.6
1407;Tyler Stephenson;CIN;142;517;13;59;56;0;9.1%;26.1%;.135;.314;.243;.317;.378;.305;85;-2.3;-12.2;-11.4;-0.6
1408;Keibert Ruiz;WSN;136;562;18;55;67;1;5.5%;10.3%;.149;.263;.260;.308;.409;.310;93;-5.5;-10.5;-14.6;-0.6
1409;Corey Dickerson;WSN;50;152;2;12;17;0;4.6%;18.4%;.104;.296;.250;.283;.354;.277;70;-2.3;-7.9;-3.4;-0.6
1410;Alec Burleson;STL;107;347;8;34;36;3;6.6%;13.0%;.146;.261;.244;.300;.390;.300;89;-2.1;-6.9;-11.2;-0.6
1411;Josh Harrison;PHI;41;114;2;8;10;0;2.6%;17.5%;.087;.229;.204;.263;.291;.248;51;0.2;-6.7;-3.5;-0.6
1412;Mitch Haniger;SFG;61;229;6;27;28;1;6.6%;28.4%;.156;.270;.209;.266;.365;.274;73;-0.8;-8.5;-5.7;-0.6
1413;Lenyn Sosa;CHW;52;173;6;12;14;0;2.9%;23.1%;.146;.227;.201;.224;.348;.241;47;-0.8;-11.8;-0.6;-0.6
1414;Darick Hall;PHI;18;56;1;2;3;0;3.6%;32.1%;.074;.229;.167;.196;.241;.193;14;-1.2;-7.2;-1.4;-0.7
1415;Jose Miranda;MIN;40;152;3;12;13;0;5.9%;15.8%;.092;.235;.211;.263;.303;.252;57;0.1;-7.8;-4.1;-0.7
1416;Austin Barnes;LAD;59;200;2;15;11;2;8.5%;21.5%;.062;.222;.180;.256;.242;.229;41;-1.4;-16.0;2.5;-0.7
1417;Matt Mervis;CHC;27;99;3;8;11;0;8.1%;32.3%;.122;.218;.167;.242;.289;.239;46;-1.3;-7.9;-2.1;-0.7
1418;Vidal Bruján;TBR;37;84;0;14;6;3;6.0%;25.0%;.026;.236;.171;.241;.197;.206;29;0.2;-7.0;-2.7;-0.7
1419;Rodolfo Castro;2 Tms;92;256;6;21;24;1;9.0%;28.9%;.110;.284;.211;.297;.322;.277;69;-2.0;-11.7;-3.7;-0.7
1420;Cam Gallagher;CLE;56;149;0;6;7;0;2.7%;30.9%;.042;.184;.126;.154;.168;.145;-17;-0.2;-21.0;9.2;-0.7
1421;Jordan Diaz;OAK;90;293;10;20;27;0;5.8%;23.5%;.143;.258;.221;.273;.364;.278;78;-1.3;-8.9;-8.0;-0.7
1422;Nick Pratto;KCR;95;345;7;33;35;1;8.4%;40.0%;.121;.388;.232;.307;.353;.292;79;-1.4;-9.9;-8.8;-0.7
1423;Miguel Cabrera;DET;98;370;4;21;34;0;8.4%;20.0%;.096;.317;.257;.322;.353;.299;88;-4.2;-9.5;-10.2;-0.7
1424;Pavin Smith;ARI;69;228;7;26;30;1;15.4%;19.7%;.136;.209;.188;.317;.325;.293;81;-0.5;-5.7;-9.1;-0.7
1425;Wil Myers;CIN;37;141;3;11;12;2;8.5%;34.0%;.094;.273;.189;.257;.283;.243;43;0.2;-9.8;-2.2;-0.7
1426;Rowdy Tellez;MIL;106;351;13;26;47;0;10.0%;24.5%;.161;.249;.215;.291;.376;.288;78;-2.1;-11.6;-7.7;-0.7
1427;Mark Vientos;NYM;65;233;9;19;22;1;4.3%;30.5%;.156;.264;.211;.253;.367;.267;69;-1.2;-10.2;-5.2;-0.7
1428;Joey Wendle;MIA;112;318;2;33;20;7;4.1%;21.1%;.094;.264;.212;.248;.306;.242;47;1.7;-19.2;0.9;-0.7
1429;Kolten Wong;2 Tms;87;250;4;25;27;3;7.2%;21.2%;.080;.218;.183;.256;.263;.236;48;0.0;-15.5;-0.7;-0.8
1430;AJ Pollock;2 Tms;54;144;5;15;15;0;6.3%;22.2%;.143;.173;.165;.215;.308;.227;43;-0.5;-10.4;-2.3;-0.8
1431;Oswaldo Cabrera;NYY;115;330;5;35;29;8;7.6%;21.8%;.087;.260;.211;.275;.299;.256;60;0.2;-15.5;-3.6;-0.8
1432;Danny Mendick;NYM;35;69;1;4;4;1;5.8%;21.7%;.092;.224;.185;.232;.277;.226;41;-0.9;-6.0;-4.3;-0.8
1433;David Hensley;HOU;30;94;1;12;3;1;10.6%;37.2%;.048;.188;.119;.213;.167;.184;9;0.2;-10.0;-1.3;-0.8
1434;Jesse Winker;MIL;61;197;1;16;23;0;13.2%;25.9%;.048;.278;.199;.320;.247;.269;65;-1.1;-9.6;-5.2;-0.8
1435;Masyn Winn;STL;37;137;2;8;12;2;7.3%;19.0%;.066;.196;.172;.230;.238;.211;29;0.2;-11.9;-0.9;-0.8
1436;Eduardo Escobar;2 Tms;100;309;6;32;31;2;5.8%;25.2%;.118;.286;.226;.269;.344;.267;66;-1.1;-13.9;-4.9;-0.8
1437;Trey Mancini;CHC;79;263;4;31;28;0;8.0%;29.7%;.102;.327;.234;.299;.336;.280;74;-2.2;-10.8;-6.5;-0.8
1438;Jordyn Adams;LAA;17;40;0;1;1;1;0.0%;40.0%;.000;.208;.128;.125;.128;.110;-44;-0.7;-7.6;-2.2;-0.8
1439;Jared Walsh;LAA;39;116;4;10;11;0;9.5%;38.8%;.154;.164;.125;.216;.279;.222;33;-0.1;-9.4;-3.3;-0.9
1440;Martín Maldonado;HOU;117;407;15;33;36;0;7.4%;34.2%;.157;.260;.191;.258;.348;.266;66;-1.7;-18.2;-4.5;-0.9
1441;Nate Eaton;KCR;28;56;0;2;1;3;3.6%;37.5%;.000;.125;.075;.125;.075;.101;-53;0.5;-9.8;-1.1;-0.9
1442;Austin Nola;SDP;52;154;1;9;8;0;11.7%;20.1%;.046;.184;.146;.260;.192;.220;38;-0.2;-12.1;-2.1;-0.9
1443;Korey Lee;CHW;24;70;1;4;3;0;7.1%;28.6%;.062;.091;.077;.143;.138;.134;-27;-0.9;-11.5;0.1;-0.9
1444;Henry Davis;PIT;62;255;7;27;24;3;9.8%;27.1%;.138;.273;.213;.302;.351;.287;76;-2.7;-10.2;-7.5;-0.9
1445;Elehuris Montero;COL;85;307;11;40;39;0;4.9%;36.2%;.183;.352;.243;.290;.426;.306;76;-1.2;-10.4;-9.6;-1.0
1446;Tyler Soderstrom;OAK;45;138;3;9;7;0;8.0%;31.2%;.080;.213;.160;.232;.240;.216;35;-0.3;-11.1;-3.4;-1.0
1447;Oscar Colás;CHW;75;263;5;32;19;4;4.6%;27.0%;.098;.281;.216;.257;.314;.249;53;-0.5;-15.4;-4.0;-1.0
1448;Eric Haase;2 Tms;89;293;4;22;26;4;5.8%;27.6%;.080;.268;.201;.247;.281;.233;42;-0.5;-20.8;-0.2;-1.1
1449;Nick Maton;DET;93;293;8;29;32;1;13.0%;24.9%;.133;.206;.173;.288;.305;.268;67;-0.4;-12.1;-8.9;-1.1
1450;Enrique Hernández;2 Tms;140;508;11;57;61;4;6.7%;19.1%;.120;.273;.237;.289;.357;.282;72;-1.0;-17.9;-10.7;-1.1
1451;Michael Toglia;COL;45;152;4;18;9;1;6.6%;32.9%;.121;.218;.163;.224;.284;.225;21;-0.6;-15.4;-1.5;-1.2
1452;Jean Segura;MIA;85;326;3;25;21;6;6.7%;14.4%;.060;.251;.219;.277;.279;.250;52;-1.6;-21.0;-2.2;-1.2
1453;Kris Bryant;COL;80;335;10;36;31;0;8.7%;20.3%;.133;.270;.233;.313;.367;.302;73;-2.0;-13.4;-10.5;-1.2
1454;Oscar Gonzalez;CLE;54;180;2;15;12;0;2.8%;25.6%;.098;.278;.214;.239;.312;.239;49;1.1;-9.9;-9.8;-1.4
1455;Gavin Sheets;CHW;118;344;10;24;43;1;8.1%;19.2%;.129;.222;.203;.267;.331;.261;61;-1.0;-17.1;-9.5;-1.5
1456;Harold Castro;COL;99;270;1;24;31;1;3.3%;24.4%;.062;.332;.252;.275;.314;.258;43;-1.1;-20.0;-4.5;-1.5
1457;Jurickson Profar;2 Tms;125;521;9;55;46;1;9.6%;17.3%;.126;.279;.242;.321;.368;.304;76;-2.4;-17.8;-16.8;-1.7
